ID;QUERY;CAT;DIFFICULTY;INT-ID;REL;EQV;COMMENT;;;;;;;;
ysqle-yahoo-132-0;detroit skate club;ConQ, LQ;2;18;1;;;https://en.wikipedia.org/wiki/Detroit,_Texas;https://en.wikipedia.org/wiki/Skate_(video_game);;;;;;
ysqle-yahoo-132-0;detroit skate club;ConQ, LQ;2;19;2;;;https://en.wikipedia.org/wiki/Detroit;skate club;;;;;;
ysqle-yahoo-132-0;detroit skate club;ConQ, LQ;2;20;1;;;https://en.wikipedia.org/wiki/Detroit;https://en.wikipedia.org/wiki/Skate_(rapper);;;;;;
ysqle-yahoo-132-0;detroit skate club;ConQ, LQ;2;21;1;;;https://en.wikipedia.org/wiki/Detroit;https://en.wikipedia.org/wiki/Skate_(video_game);;;;;;
ysqle-trec-2013-57-10;developmental milestones asia;ConQ;2;0;3;;;developmental milestones;https://en.wikipedia.org/wiki/Asia;;;;;;
ysqle-trec-2013-57-10;developmental milestones asia;ConQ;2;1;1;;;developmental milestones;https://en.wikipedia.org/wiki/Asia_(mythology);;;;;;
ysqle-trec-2013-57-10;developmental milestones asia;ConQ;2;2;1;;;developmental milestones;https://en.wikipedia.org/wiki/Asia_(Roman_province);;;;;;
ysqle-trec-2013-57-10;developmental milestones asia;ConQ;2;3;1;;;developmental milestones;https://en.wikipedia.org/wiki/Asia_(band);;;;;;
ysqle-trec-2013-57-10;developmental milestones asia;ConQ;2;4;1;;;developmental milestones;https://en.wikipedia.org/wiki/Asia_(magazine);;;;;;
ysqle-trec-2013-57-10;developmental milestones asia;ConQ;2;5;1;;;developmental milestones;https://en.wikipedia.org/wiki/Asia_(soft_drink_brand);;;;;;
ysqle-trec-2013-57-5;developmental milestones asian infants;ConQ;1;0;3;;;developmental milestones;https://en.wikipedia.org/wiki/Asia;infants;;;;;
ysqle-trec-2013-57-3;developmental milestones east asia;ConQ;2;0;3;;;developmental milestones;east;https://en.wikipedia.org/wiki/Asia;;;;;
ysqle-trec-2013-57-3;developmental milestones east asia;ConQ;2;1;3;;;developmental milestones;https://en.wikipedia.org/wiki/East_Asia;;;;;;
ysqle-trec-2013-57-3;developmental milestones east asia;ConQ;2;2;1;;;developmental milestones;https://en.wikipedia.org/wiki/East_Asia_(album);;;;;;
ysqle-trec-2013-57-3;developmental milestones east asia;ConQ;2;3;1;;;developmental milestones;east;https://en.wikipedia.org/wiki/Asia_(Roman_province);;;;;
ysqle-trec-2013-57-4;developmental milestones in east asia;ConQ;2;0;3;;;developmental milestones;in;https://en.wikipedia.org/wiki/East_Asia;;;;;
ysqle-trec-2013-57-4;developmental milestones in east asia;ConQ;2;1;1;;;developmental milestones;in;east;https://en.wikipedia.org/wiki/Asia_(Roman_province);;;;
ysqle-trec-2013-57-4;developmental milestones in east asia;ConQ;2;2;3;;;developmental milestones;in;east;https://en.wikipedia.org/wiki/Asia;;;;
ysqle-trec-2013-57-0;developmental milestones infants;ConQ;1;0;3;;;developmental milestones;infants;;;;;;
ysqle-trec-2013-57-1;developmental milestones infants 0-12 months;ConQ;1;0;3;;;developmental milestones;infants;0-12 months;;;;;
ysqle-trec-2013-73-2;developmental milestones infants cultural differences;ConQ;1;0;3;;;developmental milestones;infants;cultural differences;;;;;
ysqle-trec-2013-57-2;developmental milestones infants east asia;ConQ;2;0;3;;;developmental milestones;infants;https://en.wikipedia.org/wiki/East_Asia;;;;;
ysqle-trec-2013-57-2;developmental milestones infants east asia;ConQ;2;1;3;;;developmental milestones;infants;east;https://en.wikipedia.org/wiki/Asia;;;;
ysqle-trec-2013-57-2;developmental milestones infants east asia;ConQ;2;2;1;;;developmental milestones;infants;east;https://en.wikipedia.org/wiki/Asia_(Roman_province);;;;
ysqle-yahoo-383-2;diabetes;ConQ, LQ;2;0;3;;;diabetes;;;;;;;
ysqle-yahoo-383-2;diabetes;ConQ, LQ;2;1;2;;;https://en.wikipedia.org/wiki/Diabetes_(journal);;;;;;;
ysqle-yahoo-383-2;diabetes;ConQ, LQ;2;2;1;;;https://en.wikipedia.org/wiki/Diabetes_Care;;;;;;;
ysqle-trec-2010-68-0;diabetes education;ConQ, LQ;2;0;3;;;diabetes;education;;;;;;
ysqle-trec-2010-68-0;diabetes education;ConQ, LQ;2;1;1;;;https://en.wikipedia.org/wiki/Diabetes_(journal);education;;;;;;
ysqle-trec-2010-68-0;diabetes education;ConQ, LQ;2;2;1;;;https://en.wikipedia.org/wiki/Diabetes_Care;education;;;;;;
ysqle-trec-2010-68-0;diabetes education;ConQ, LQ;2;3;2;;;https://en.wikipedia.org/wiki/National_Diabetes_Education_Program;;;;;;;
ysqle-trec-2010-62-0;diabetes education posters;ConQ;1;0;3;;;diabetes;education posters;;;;;;
ysqle-trec-2010-62-0;diabetes education posters;ConQ;1;1;2;;;https://en.wikipedia.org/wiki/National_Diabetes_Education_Program;posters;;;;;;
ysqle-trec-2010-68-1;diabetes educator;ConQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/The_Diabetes_Educator;;;;;;;
ysqle-trec-2010-68-1;diabetes educator;ConQ, LQ;2;1;1;;;https://en.wikipedia.org/wiki/Diabetes_(journal);educator;;;;;;
ysqle-trec-2010-68-1;diabetes educator;ConQ, LQ;2;2;1;;;https://en.wikipedia.org/wiki/Diabetes_Care;educator;;;;;;
ysqle-trec-2010-68-1;diabetes educator;ConQ, LQ;2;3;3;;;diabetes;educator;;;;;;
ysqle-yahoo-483-1;dial-a-smoke crackdown;ConQ;1;0;3;;;dial-a-smoke crackdown;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Athanasios_Diamandopoulos;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Chris_Diamantopoulos;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Dimitris_Diamantopoulos;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Giorgos_Diamantopoulos;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;4;3;;;https://en.wikipedia.org/wiki/Stavros_Diamantopoulos;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;5;3;;;https://en.wikipedia.org/wiki/Takis_Diamantopoulos;;;;;;;
ysqle-yahoo-508-4;diamantopoulos;LQ;2;6;3;;;https://en.wikipedia.org/wiki/Vasilis_Diamantopoulos;;;;;;;
ysqle-yahoo-395-2;diane sawyer slurring;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Diane_Sawyer;slurring;;;;;;
ysqle-yahoo-454-0;dick clark;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Dick_Clark;;;;;;;
ysqle-yahoo-454-0;dick clark;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Dick_Clark_(senator);;;;;;;
ysqle-yahoo-454-0;dick clark;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Dick_Clark_(Florida_politician);;;;;;;
ysqle-yahoo-454-0;dick clark;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Dick_Clark_(basketball);;;;;;;
ysqle-yahoo-454-0;dick clark;LQ;2;4;3;;;https://en.wikipedia.org/wiki/Dick_Clark_(architect);;;;;;;
ysqle-yahoo-74-0;dick morris;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Dick_Morris;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Dicks_(album);;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Dicks_(band);;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;2;2;;;https://en.wikipedia.org/wiki/Alan_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;3;2;;;https://en.wikipedia.org/wiki/Arthur_Frederick_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;4;2;;;https://en.wikipedia.org/wiki/David_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;5;2;;;https://en.wikipedia.org/wiki/John_Dicks_(actor);;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;6;2;;;https://en.wikipedia.org/wiki/Julian_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;7;2;;;https://en.wikipedia.org/wiki/Norman_D._Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;8;2;;;https://en.wikipedia.org/wiki/Paul_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;9;2;;;https://en.wikipedia.org/wiki/Peter_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;10;2;;;https://en.wikipedia.org/wiki/Philip_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;11;2;;;https://en.wikipedia.org/wiki/Terrance_Dicks;;;;;;;
ysqle-yahoo-273-2;dicks;LQ;2;12;2;;;https://en.wikipedia.org/wiki/Terry_Dicks;;;;;;;
ysqle-yahoo-502-5;didier drogba;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Didier_Drogba;;;;;;;
ysqle-trec-2010-123-0;diet;ConQ, LQ;2;0;3;;;diet;;;;;;;
ysqle-trec-2010-123-0;diet;ConQ, LQ;2;1;1;;;https://en.wikipedia.org/wiki/Diet_of_Finland;;;;;;;
ysqle-trec-2010-123-0;diet;ConQ, LQ;2;2;1;;;https://en.wikipedia.org/wiki/Diet_of_Hungary;;;;;;;
ysqle-trec-2010-123-0;diet;ConQ, LQ;2;3;1;;;https://en.wikipedia.org/wiki/Imperial_Diet_(Holy_Roman_Empire);;;;;;;
ysqle-trec-2010-123-0;diet;ConQ, LQ;2;4;2;;;https://en.wikipedia.org/wiki/DIET;;;;;;;
ysqle-trec-2013-50-0;diet exercise for fitness;ConQ;1;0;1;;;diet exercise;for;https://en.wikipedia.org/wiki/Fitness_(magazine);;;;;
ysqle-trec-2013-50-0;diet exercise for fitness;ConQ;1;1;3;;;diet exercise;for;fitness;;;;;
ysqle-yahoo-271-2;difference between mitosis and meiosis;ConQ;1;0;3;;;difference;between;mitosis;and;meiosis;;;
ysqle-trec-2010-66-1;difference vldl ldl hdl;ConQ;1;0;3;;;difference;vldl;ldl;hdl;;;;
ysqle-trec-2010-106-0;different types of moths pics;ConQ;1;0;3;;;different types;of;moths;pics;;;;
ysqle-yahoo-516-3;dinar trade;ConQ;1;0;3;;;dinar;trade;;;;;;
ysqle-yahoo-516-3;dinar trade;ConQ;1;1;1;;;https://en.wikipedia.org/wiki/Dinar_(District),_Afyonkarahisar;trade;;;;;;
ysqle-yahoo-164-2;dirty jobs canceled;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Dirty_Jobs;canceled;;;;;;
ysqle-yahoo-164-2;dirty jobs canceled;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/Dirty_Jobs_(Australian_TV_series);canceled;;;;;;
ysqle-yahoo-164-2;dirty jobs canceled;ConQ;2;2;1;;;dirty jobs;canceled;;;;;;
erd14-TREC-17;discovery channel store;LQ;1;0;3;;;https://store.discovery.com/;;;;;;;
erd14-TREC-17;discovery channel store;LQ;1;1;2;;;https://en.wikipedia.org/wiki/Discovery_Channel;store;;;;;;
ysqle-trec-2010-84-0;discovery channel stores;CatQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/Discovery_Channel;stores;;;;;;
ysqle-yahoo-510-18;disney store;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Disney_Store;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Disneyland;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Disneyland_Park_(Paris);;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;4;3;;;https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;5;3;;;https://en.wikipedia.org/wiki/Disneyland_Resort;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;6;3;;;https://en.wikipedia.org/wiki/Disneyland_Paris;;;;;;;
ysqle-trec-2010-132-1;disneyland;LQ;2;7;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort;;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Disneyland_Hotel_(California);;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Disneyland_Hotel_(Paris);;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Hotel;;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;3;2;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland_Hotel;;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;4;2;;;https://en.wikipedia.org/wiki/Disneyland;hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;5;2;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland;hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;6;2;;;https://en.wikipedia.org/wiki/Disneyland_Park_(Paris);hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;7;2;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland;hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;8;2;;;https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park;hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;9;2;;;https://en.wikipedia.org/wiki/Disneyland_Resort;hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;10;2;;;https://en.wikipedia.org/wiki/Disneyland_Paris;hotel;;;;;;
ysqle-trec-2010-94-0;disneyland hotel;LQ;2;11;2;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort;hotel;;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Disneyland_Hotel_(California);reviews;;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/Disneyland_Hotel_(Paris);reviews;;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;2;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Hotel;reviews;;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;3;3;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland_Hotel;reviews;;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;4;2;;;https://en.wikipedia.org/wiki/Disneyland;hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;5;2;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland;hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;6;2;;;https://en.wikipedia.org/wiki/Disneyland_Park_(Paris);hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;7;2;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland;hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;8;2;;;https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park;hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;9;2;;;https://en.wikipedia.org/wiki/Disneyland_Resort;hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;10;2;;;https://en.wikipedia.org/wiki/Disneyland_Paris;hotel;reviews;;;;;
ysqle-trec-2010-94-1;disneyland hotel reviews;ConQ;2;11;2;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort;hotel;reviews;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;0;3;;;https://en.wikipedia.org/wiki/Disneyland;hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;1;3;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland;hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;2;3;;;https://en.wikipedia.org/wiki/Disneyland_Park_(Paris);hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;3;3;;;https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park;hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;4;3;;;https://en.wikipedia.org/wiki/Disneyland_Resort;hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;5;3;;;https://en.wikipedia.org/wiki/Disneyland_Paris;hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;6;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort;hotels;;;;;;
ysqle-trec-2010-16-1;disneyland hotels;CatQ;2;7;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland;hotels;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Disneyland;offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland;offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;2;3;;;https://en.wikipedia.org/wiki/Disneyland_Park_(Paris);offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;3;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland;offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;4;3;;;https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park;offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;5;3;;;https://en.wikipedia.org/wiki/Disneyland_Resort;offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;6;3;;;https://en.wikipedia.org/wiki/Disneyland_Paris;offers;;;;;;
ysqle-trec-2010-16-0;disneyland offers;ConQ;2;7;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort;offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Disneyland;special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/Tokyo_Disneyland;special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;2;3;;;https://en.wikipedia.org/wiki/Disneyland_Park_(Paris);special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;3;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland;special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;4;3;;;https://en.wikipedia.org/wiki/Shanghai_Disneyland_Park;special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;5;3;;;https://en.wikipedia.org/wiki/Disneyland_Resort;special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;6;3;;;https://en.wikipedia.org/wiki/Disneyland_Paris;special offers;;;;;;
ysqle-trec-2010-132-0;disneyland special offers;ConQ;2;7;3;;;https://en.wikipedia.org/wiki/Hong_Kong_Disneyland_Resort;special offers;;;;;;
ysqle-yahoo-20-1;ditka suffers stroke;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Mike_Ditka;suffers stroke;;;;;;
ysqle-trec-2010-115-0;diversity;ConQ, LQ;2;0;3;;;diversity;;;;;;;
ysqle-trec-2010-115-0;diversity;ConQ, LQ;2;1;3;;;https://en.wikipedia.org/wiki/Diversity_(album);;;;;;;
ysqle-trec-2010-115-0;diversity;ConQ, LQ;2;2;3;;;https://en.wikipedia.org/wiki/Diversity_(dance_troupe);;;;;;;
ysqle-trec-2010-115-0;diversity;ConQ, LQ;2;3;2;;;https://en.wikipedia.org/wiki/Diversity_FM;;;;;;;
ysqle-trec-2010-58-1;diversity training;ConQ;1;0;3;;;diversity training;;;;;;;
ysqle-trec-2010-81-1;dj jobs;ConQ;1;0;3;;;dj jobs;;;;;;;
ysqle-trec-2010-81-1;dj jobs;ConQ;1;1;1;;;https://en.wikipedia.org/wiki/DJ_Magazine;jobs;;;;;;
ysqle-trec-2013-72-7;do infants age 0-12 months experience different developmental milestones depending on culture;QQ;1;0;3;;;do;infants;age 0-12 months;experience;different developmental milestones;depending on culture;;
ysqle-yahoo-254-3;dodog;LQ;1;0;3;;;http://www.dodog.de/;;;;;;;
ysqle-trec-2013-66-2;does gun control reduce gun violence;QQ;1;0;3;;;does;gun control;reduce;gun violence;;;;
ysqle-yahoo-2-0;does rye bread have wheat in it;QQ;1;0;3;;;does;rye bread;have;wheat;in it;;;
ysqle-trec-2010-18-0;dog adoption;ConQ;1;0;3;;;dog adoption;;;;;;;
ysqle-yahoo-113-0;dog anal glands;ConQ;1;0;3;;;dog;anal glands;;;;;;
ysqle-trec-2010-85-1;dog heat breeding;ConQ;1;0;3;;;dog;heat;breeding;;;;;
ysqle-trec-2010-133-1;dog heat illnesses;ConQ;1;0;3;;;dog;heat;illnesses;;;;;
ysqle-trec-2010-133-0;dog heat stroke symptoms;ConQ;1;0;3;;;dog;heat stroke;symptoms;;;;;
erd14-TREC-19;dogs for adoption;ConQ;2;0;1;;Statements on adoption of the band Dogs;https://en.wikipedia.org/wiki/Dogs_(British_band);for;adoption;;;;;
erd14-TREC-19;dogs for adoption;ConQ;2;1;1;;Statements on adoption of the band Dogs;https://en.wikipedia.org/wiki/Dogs_(French_band);for;adoption;;;;;
erd14-TREC-19;dogs for adoption;ConQ;2;2;1;;Statements on adoption of the band The Dogs;https://en.wikipedia.org/wiki/The_Dogs_(US_punk_band);for;adoption;;;;;
erd14-TREC-19;dogs for adoption;ConQ;2;3;3;;;dogs;for;adoption;;;;;
ysqle-yahoo-129-0;dollar euro exchange rate;ConQ;1;0;3;;;dollar;euro;exchange rate;;;;;
ysqle-yahoo-73-1;dolly parton shoots down nickname;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Dolly_Parton;shoots down;nickname;;;;;
ysqle-yahoo-495-6;doma supreme court;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Defense_of_Marriage_Act;https://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States;;;;;;
ysqle-yahoo-385-0;dominos pizzas;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Domino%27s_Pizza;;;;;;;
ysqle-yahoo-517-4;dr. ben carson;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Ben_Carson;;;;;;;
ysqle-yahoo-127-1;drudge report;ConQ, LQ;1;0;3;;;https://en.wikipedia.org/wiki/Drudge_Report;;;;;;;
ysqle-yahoo-127-1;drudge report;ConQ, LQ;1;1;1;;;https://en.wikipedia.org/wiki/Drudge_(TV_series);https://en.wikipedia.org/wiki/Report_(newsmagazine);;;;;;
ysqle-yahoo-127-1;drudge report;ConQ, LQ;1;2;1;;;https://en.wikipedia.org/wiki/Drudge_(TV_series);report;;;;;;
ysqle-trec-2013-107-0;dulles airport;ConQ, LQ;2;0;3;1;;https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport;;;;;;;
ysqle-trec-2013-107-0;dulles airport;ConQ, LQ;2;1;2;0;;https://en.wikipedia.org/wiki/Dulles,_Virginia;airport;;;;;;
ysqle-trec-2013-23-1;dulles airport location;RQ;2;0;3;1; ;https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport;location;;;;;;
ysqle-trec-2013-23-1;dulles airport location;RQ;2;1;1;0;;https://en.wikipedia.org/wiki/Dulles,_Virginia;airport;location;;;;;
ysqle-trec-2013-24-1;dulles airport virginia;LQ;2;0;3;1;;https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport;;;;;;;
ysqle-trec-2013-24-1;dulles airport virginia;LQ;2;1;2;0;;https://en.wikipedia.org/wiki/Dulles,_Virginia;airport;https://en.wikipedia.org/wiki/Virginia;;;;;
ysqle-trec-2013-24-2;dulles airport virginia transport to other cities;ConQ;2;0;3;1;;https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport;transport;to other;cities;;;;
ysqle-trec-2013-24-2;dulles airport virginia transport to other cities;ConQ;2;1;2;0;;https://en.wikipedia.org/wiki/Dulles,_Virginia;airport;https://en.wikipedia.org/wiki/Virginia;transport;to other;cities;;
ysqle-trec-2011-24-0;dupont science essay contest;LQ;1;0;3;;;http://thechallenge.dupont.com/;;;;;;;
ysqle-trec-2011-24-1;dupont science essay contest history;ConQ;1;0;3;;;http://thechallenge.dupont.com/;history;;;;;;
ysqle-yahoo-289-2;dust in the wind youtube;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Dust_in_the_Wind;https://en.wikipedia.org/wiki/YouTube;;;;;;
ysqle-yahoo-289-2;dust in the wind youtube;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/Dust_in_the_Wind_(film);https://en.wikipedia.org/wiki/YouTube;;;;;;
erd14-TREC-20;dutchess county tourism;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Dutchess_County;tourism;;;;;;
erd14-TREC-20;dutchess county tourism;ConQ;1;1;1;;;https://en.wikipedia.org/wiki/Dutchess_County;https://en.wikipedia.org/wiki/Tourism_(Roxette_album);;;;;;
erd14-TREC-20;dutchess county tourism;ConQ;1;2;1;;;https://en.wikipedia.org/wiki/Dutchess_County;https://en.wikipedia.org/wiki/Tourism_(Leftfield_album);;;;;;
ysqle-yahoo-139-2;dwyane wade and gabrielle union;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Dwyane_Wade;and;https://en.wikipedia.org/wiki/Gabrielle_Union;;;;;
ysqle-yahoo-356-0;dwts elimination;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Dancing_with_the_Stars;elimination;;;;;;
ysqle-yahoo-356-0;dwts elimination;ConQ;2;1;1;;;https://en.wikipedia.org/wiki/Dancing_with_the_Stars;https://en.wikipedia.org/wiki/Elimination_(Jughead%27s_Revenge_album);;;;;;
ysqle-yahoo-492-0;ea ncaa football 2014;LQ;1;0;3;;;https://en.wikipedia.org/wiki/NCAA_Football_14;;;;;;;
esdbpediav2-SemSearch_ES-111;eagle rock ca;LQ;1;0;3;;;https://en.wikipedia.org/wiki/Eagle_Rock,_Los_Angeles;https://en.wikipedia.org/wiki/California;;;;;;
erd14-TREC-21;earn money at home;ConQ;2;0;3;;;earn money;at;home;;;;;
erd14-TREC-21;earn money at home;ConQ;2;1;1;;;earn money;at;https://en.wikipedia.org/wiki/Home,_Kansas;;;;;
erd14-TREC-21;earn money at home;ConQ;2;2;1;;;earn money;at;https://en.wikipedia.org/wiki/Home,_Pennsylvania;;;;;
erd14-TREC-21;earn money at home;ConQ;2;3;1;;;earn money;at;https://en.wikipedia.org/wiki/Home,_Washington;;;;;
erd14-TREC-21;earn money at home;ConQ;2;4;1;;;earn money;at;https://en.wikipedia.org/wiki/Home,_West_Virginia;;;;;
erd14-TREC-21;earn money at home;ConQ;2;5;1;;;earn money;at;https://en.wikipedia.org/wiki/HOME_(Manchester);;;;;
erd14-TREC-21;earn money at home;ConQ;2;6;1;;;earn money;at;https://en.wikipedia.org/wiki/HOME_Investment_Partnerships_Program;;;;;
